CountyFIPS,City,County,StateAbbr,Latitude,Longitude
6113,Davis,Yolo,CA,38.683062595,-121.90230105
8001,Commerce City,Adams,CO,39.87417321,-104.3349672
8005,Englewood,Arapahoe,CO,39.647105489883856,-104.33435745
8007,Pagosa Springs,Archuleta,CO,37.198029561015545,-107.0495385127515
8013,Boulder,Boulder,CO,40.09373852,-105.37788855
8019,Idaho Springs,Clear Creek,CO,39.68928874221275,-105.6578171
8029,Delta,Delta,CO,38.8615949,-107.8648924
8031,Denver,Denver,CO,39.76160046891775,-104.878967613559
8035,Roxborough Park,Douglas,CO,39.327522885,-104.92739265
8041,Colorado Springs,El Paso,CO,38.82980312274034,-104.5265483753515
8045,Rifle,Garfield,CO,39.59930922,-107.9068586
8047,Black Hawk,Gilpin,CO,39.8611555,-105.5288778
8051,Crested Butte,Gunnison,CO,38.66868275860055,-107.04453475
8057,Walden,Jackson,CO,40.6666752317322,-106.3432000444
8059,Arvada,Jefferson,CO,39.582690615,-105.24789355
8067,Durango,La Plata,CO,37.287024715,-107.84150805
8069,Fort Collins,Larimer,CO,40.66226883109304,-105.47409585
8077,Grand Junction,Mesa,CO,39.01893959206525,-108.46355405589053
8083,Mesa Verde National Park,Montezuma,CO,37.338289185,-108.59619055935
8099,Lamar,Prowers,CO,37.956687251871855,-102.39273085
8101,Pueblo,Pueblo,CO,38.16810609275335,-104.498561881402
8103,Rangely,Rio Blanco,CO,39.975922733682,-108.2089145
8107,Steamboat Springs,Routt,CO,40.484313913384696,-106.9894648
8113,Telluride,San Miguel,CO,38.0066851956242,-108.4165953
8123,Greeley,Weld,CO,40.55547523204555,-104.3879513427845
9001,Stamford,Fairfield,CT,41.2274128,-73.3670614
9003,Hartford,Hartford,CT,41.8060534,-72.7329157
9005,Thomaston,Litchfield,CT,41.7918833,-73.2354042
9007,Middletown,Middlesex,CT,41.4330028,-72.5227802
9009,New Haven,New Haven,CT,41.3497185,-72.9002033
9011,Groton,New London,CT,41.4726517,-72.1086339
9013,Mansfield Center (Town name Mansfield),Tolland,CT,41.8580807,-72.3409779
9015,Putnam (Town of),Windham,CT,41.8249987,-71.9907017
10001,Dover,Kent,DE,39.091891965,-75.53562243522084
10003,Wilmington,New Castle,DE,39.57875993376545,-75.64602752
10005,Seaford,Sussex,DE,38.66706322,-75.36350455499999
11001,Washington,District of Columbia,DC,38.904487185,-77.01640824
12001,Gainesville,Alachua,FL,29.6751856950068,-82.35809321
12005,Lynn Haven,Bay,FL,30.2651404769141,-85.6200626409611
12009,Melbourne,Brevard,FL,28.2934562139849,-80.73215381
12011,Fort Lauderdale,Broward,FL,26.1523199539158,-80.4871790026649
12021,Naples,Collier,FL,26.1170245,-81.3476396087672
12023,Lake City,Columbia,FL,30.22447896,-82.62181545
12031,Jacksonville,Duval,FL,30.33209992,-81.6706332
12033,Pensacola,Escambia,FL,30.66788784,-87.3627693924499
12035,Bunnell,Flagler,FL,29.46168424,-81.31348156
12047,White Springs,Hamilton,FL,30.49625814,-82.94811131
12055,Sebring,Highlands,FL,27.34286958,-81.3412000386981
12057,Tampa,Hillsborough,FL,27.9292994635599,-82.30922863
12061,Vero Beach,Indian River,FL,27.69411658,-80.6056426514632
12069,Clermont,Lake,FL,28.7613760456976,-81.7115098698765
12071,Fort Myers,Lee,FL,26.57745177,-81.8411895295692
12073,Tallahassee,Leon,FL,30.45809639,-84.27803622
12081,Bradenton,Manatee,FL,27.471886228068,-82.3157420786182
12083,Ocala,Marion,FL,29.21016091,-82.05673787
12085,Stuart,Martin,FL,27.07763224,-80.43125893
12086,Miami,Miami-Dade,FL,25.6148756117785,-80.5593051010929
12089,Fernandina Beach,Nassau,FL,30.6106208,-81.80198035
12091,Fort Walton Beach,Okaloosa,FL,30.65259078,-86.59138991
12095,Orlando,Orange,FL,28.5143906,-81.3232839
12097,Kissimmee,Osceola,FL,28.0624845887589,-81.1492983205034
12099,West Palm Beach,Palm Beach,FL,26.64769528,-80.46525488
12101,Holiday,Pasco,FL,28.30950733,-82.3944848610698
12103,Saint Petersburg,Pinellas,FL,27.9201576,-82.7301572394225
12105,Mulberry,Polk,FL,27.9488148549188,-81.69731123
12107,Palatka,Putnam,FL,29.6086037445797,-81.7441497161206
12111,Fort Pierce,St. Lucie,FL,27.3776983118629,-80.47093128
12113,Gulf Breeze,Santa Rosa,FL,30.7003170541744,-87.02094806
12115,Sarasota,Sarasota,FL,27.1844486961668,-82.3315474199739
12117,Sanford,Seminole,FL,28.7167421000311,-81.23554604
